DR_NO	Date Rptd	DATE OCC	TIME OCC	AREA	AREA NAME	Rpt Dist No	Part 1-2	Crm Cd	Crm Cd Desc	Mocodes	Vict Age	Vict Sex	Vict Descent	Premis Cd	Premis Desc	Weapon Used Cd	Weapon Desc	Status	Status Desc	Crm Cd 1	Crm Cd 2	Crm Cd 3	Crm Cd 4	LOCATION	Cross Street	LAT	LON
201217850	08/04/2020 12:00:00 AM	08/04/2020 12:00:00 AM	1000	12	77th Street	1249	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	0400 0416 2000 1814 0913	31	F	H	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	626	N/A	N/A	N/A	6700 S  FIGUEROA                     ST	N/A	33.9786	-118.2827
200310566	04/25/2020 12:00:00 AM	04/25/2020 12:00:00 AM	0950	03	Southwest	0356	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	0377 0344 1822	37	M	B	402	MARKET	N/A	N/A	IC	Invest Cont	440	N/A	N/A	N/A	1700 W  JEFFERSON                    BL	N/A	34.0256	-118.3061
201222029	10/04/2020 12:00:00 AM	10/04/2020 12:00:00 AM	1800	12	77th Street	1268	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	0913 0400 0416 1813 2000 2002	32	F	H	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	626	N/A	N/A	N/A	100 E  84TH                         PL	N/A	33.9619	-118.2717
201211083	04/17/2020 12:00:00 AM	04/16/2020 12:00:00 AM	1700	12	77th Street	1209	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	FLOWER                       ST	49TH                         ST	33.9983	-118.2813
201209876	03/27/2020 12:00:00 AM	03/27/2020 12:00:00 AM	1650	12	77th Street	1263	1	210	ROBBERY	N/A	0	M	W	101	STREET	109	SEMI-AUTOMATIC PISTOL	IC	Invest Cont	210	N/A	N/A	N/A	2000 W  80TH                         ST	N/A	33.9664	-118.3134
201009044	05/15/2020 12:00:00 AM	05/13/2020 12:00:00 AM	1315	10	West Valley	1049	1	331	THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)	0344 1822 1606	0	M	W	104	DRIVEWAY	N/A	N/A	IC	Invest Cont	331	N/A	N/A	N/A	16800    BURBANK                      BL	N/A	34.1718	-118.4993
201110399	06/13/2020 12:00:00 AM	06/11/2020 12:00:00 AM	1700	11	Northeast	1145	1	330	BURGLARY FROM VEHICLE	0385	34	F	O	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	2400 N  ALVARADO                     ST	N/A	34.097	-118.2518
201307829	03/09/2020 12:00:00 AM	02/28/2020 12:00:00 AM	1600	13	Newton	1309	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	104	DRIVEWAY	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	900    MATEO                        ST	N/A	34.0326	-118.2322
200311518	05/18/2020 12:00:00 AM	05/14/2020 12:00:00 AM	1900	03	Southwest	0373	1	520	VEHICLE - ATTEMPT STOLEN	1300 0329 1612 1202	65	M	B	101	STREET	N/A	N/A	IC	Invest Cont	520	N/A	N/A	N/A	3900    HUBERT                       AV	N/A	34.0142	-118.3281
200304274	01/05/2020 12:00:00 AM	01/04/2020 12:00:00 AM	2030	03	Southwest	0377	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 0311 1202	60	F	B	122	VEHICLE, PASSENGER/TRUCK	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	1200    BROWNING                     BL	N/A	34.0121	-118.2968
200119934	10/24/2020 12:00:00 AM	10/24/2020 12:00:00 AM	0645	01	Central	0128	2	354	THEFT OF IDENTITY	0377	49	M	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	200 E  1ST                          ST	N/A	34.0512	-118.2419
200814436	09/23/2020 12:00:00 AM	09/23/2020 12:00:00 AM	1100	08	West LA	0885	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	10200    CRESTA                       DR	N/A	34.0417	-118.4041
200316872	09/04/2020 12:00:00 AM	09/03/2020 12:00:00 AM	0900	03	Southwest	0392	1	330	BURGLARY FROM VEHICLE	1822 1601 0344 0386 1300	38	M	B	707	GARAGE/CARPORT	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	5100    CRENSHAW                     BL	N/A	33.9967	-118.3306
200911119	06/16/2020 12:00:00 AM	06/15/2020 12:00:00 AM	2300	09	Van Nuys	0906	1	330	BURGLARY FROM VEHICLE	0344	37	M	O	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	14200    LEADWELL                     ST	N/A	34.2041	-118.4425
201212066	05/03/2020 12:00:00 AM	05/03/2020 12:00:00 AM	1235	12	77th Street	1252	2	437	RESISTING ARREST	1309	0	X	X	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	437	N/A	N/A	N/A	FLORENCE                     AV	VAN NESS                     AV	33.9746	-118.3177
200410047	06/22/2020 12:00:00 AM	02/01/2020 12:00:00 AM	0001	04	Hollenbeck	0429	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	5400    SHELLEY                      ST	N/A	34.0912	-118.1624
200312493	06/10/2020 12:00:00 AM	05/25/2020 12:00:00 AM	1500	03	Southwest	0374	2	668	EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)	N/A	0	N/A	N/A	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	668	N/A	N/A	N/A	3800    3RD                          AV	N/A	34.0183	-118.3204
200513373	08/25/2020 12:00:00 AM	08/11/2020 12:00:00 AM	0246	05	Harbor	0564	1	310	BURGLARY	0344 0321	0	X	X	123	PARKING UNDERGROUND/BUILDING	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	200 W  6TH                          ST	N/A	33.7387	-118.2814
201220752	09/16/2020 12:00:00 AM	09/16/2020 12:00:00 AM	1230	12	77th Street	1259	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	2004 1820 0913 0329 1202	62	M	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	700 E  73RD                         ST	N/A	33.9739	-118.263
200318436	10/05/2020 12:00:00 AM	10/05/2020 12:00:00 AM	2250	03	Southwest	0361	2	624	BATTERY - SIMPLE ASSAULT	0416 0446 0913 0361 0603	29	F	H	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	624	N/A	N/A	N/A	4800    COLISEUM                     ST	N/A	34.0183	-118.3504
200618244	11/20/2020 12:00:00 AM	11/19/2020 12:00:00 AM	2030	06	Hollywood	0643	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	1600 N  LA BREA                      AV	N/A	34.1007	-118.3494
200214497	09/01/2020 12:00:00 AM	06/13/2020 12:00:00 AM	1340	02	Rampart	0248	2	668	EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)	0913 1817 0104 0344	0	X	X	108	PARKING LOT	N/A	N/A	IC	Invest Cont	668	N/A	N/A	N/A	1300 W  6TH                          ST	N/A	34.0579	-118.2649
200805831	02/10/2020 12:00:00 AM	01/30/2020 12:00:00 AM	0005	08	West LA	0831	2	354	THEFT OF IDENTITY	0100 0930 1822	57	F	W	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	500 S  BURLINGAME                   AV	N/A	34.0494	-118.4866
200616504	10/10/2020 12:00:00 AM	10/09/2020 12:00:00 AM	2345	06	Hollywood	0647	1	210	ROBBERY	0344 0334 1100 1315 0430 1407 2004	29	F	B	707	GARAGE/CARPORT	109	SEMI-AUTOMATIC PISTOL	IC	Invest Cont	210	998	N/A	N/A	5800 W  SUNSET                       BL	N/A	34.0998	-118.3211
201309446	04/15/2020 12:00:00 AM	04/15/2020 12:00:00 AM	1730	13	Newton	1324	1	410	BURGLARY FROM VEHICLE, ATTEMPTED	2004 0329 1402	30	M	H	101	STREET	N/A	N/A	AA	Adult Arrest	410	998	N/A	N/A	CENTRAL                      AV	20TH                         ST	34.0233	-118.2516
200717189	12/16/2020 12:00:00 AM	12/13/2020 12:00:00 AM	1500	07	Wilshire	0765	1	330	BURGLARY FROM VEHICLE	1822 1300 0344 2019	43	F	B	102	SIDEWALK	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	PICO                         BL	COCHRAN	34.0496	-118.3425
200817626	12/17/2020 12:00:00 AM	12/16/2020 12:00:00 AM	1600	08	West LA	0855	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	1600 S  BENTLEY                      AV	N/A	34.0484	-118.4437
201110326	06/12/2020 12:00:00 AM	06/11/2020 12:00:00 AM	2000	11	Northeast	1138	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	6200    MT ANGELUS                   DR	N/A	34.1148	-118.1869
201106089	02/16/2020 12:00:00 AM	02/16/2020 12:00:00 AM	0915	11	Northeast	1107	2	624	BATTERY - SIMPLE ASSAULT	0555 0400 0416 0419 0913	24	F	H	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	624	N/A	N/A	N/A	6000    CRESTWOOD                    WY	N/A	34.1307	-118.1907
200106948	02/11/2020 12:00:00 AM	02/11/2020 12:00:00 AM	1915	01	Central	0154	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	2000 0444 0913	34	M	O	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	626	N/A	N/A	N/A	100 E  6TH                          ST	N/A	34.046	-118.2493
200806568	02/27/2020 12:00:00 AM	02/20/2020 12:00:00 AM	1200	08	West LA	0852	1	480	BIKE - STOLEN	0344 0346 1822	35	M	W	707	GARAGE/CARPORT	N/A	N/A	IC	Invest Cont	480	N/A	N/A	N/A	1500    BARRY                        AV	N/A	34.045	-118.4557
200212443	07/11/2020 12:00:00 AM	07/05/2020 12:00:00 AM	0900	02	Rampart	0218	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	BELLEVUE                     AV	ECHO PARK                    AV	34.0698	-118.2595
201216960	07/21/2020 12:00:00 AM	07/21/2020 12:00:00 AM	1820	12	77th Street	1203	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0400 0408 0913 0429	61	M	H	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	230	N/A	N/A	N/A	1700 W  48TH                         ST	N/A	34.0001	-118.3096
200914159	08/30/2020 12:00:00 AM	08/30/2020 12:00:00 AM	1420	09	Van Nuys	0906	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	2000 1814 0400	23	M	B	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	626	N/A	N/A	N/A	7200    KATHERINE                    AV	N/A	34.2012	-118.4432
201104052	01/01/2020 12:00:00 AM	01/01/2020 12:00:00 AM	2030	11	Northeast	1105	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	2004 1402 1020 1307 0329	0	X	X	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	AA	Adult Arrest	740	998	N/A	N/A	2400    COLORADO                     BL	N/A	34.1442	-118.218
201007391	03/19/2020 12:00:00 AM	03/18/2020 12:00:00 AM	1800	10	West Valley	1063	1	310	BURGLARY	1822 1609 0321 1420	0	M	W	220	NAIL SALON	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	19000    VENTURA                      BL	N/A	34.1725	-118.5475
200906435	02/24/2020 12:00:00 AM	02/23/2020 12:00:00 AM	1800	09	Van Nuys	0914	2	956	LETTERS, LEWD  -  TELEPHONE CALLS, LEWD	1912	34	F	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	956	N/A	N/A	N/A	14900    SHERMAN                      WY	N/A	34.2012	-118.4574
201114637	10/14/2020 12:00:00 AM	10/13/2020 12:00:00 AM	2200	11	Northeast	1184	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	1600    ECHO PARK                    AV	N/A	34.0815	-118.2546
200414361	10/28/2020 12:00:00 AM	10/15/2020 12:00:00 AM	1200	04	Hollenbeck	0487	2	354	THEFT OF IDENTITY	0100	49	M	W	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	1100 S  FICKETT                      ST	N/A	34.0273	-118.2176
200911049	06/15/2020 12:00:00 AM	06/09/2020 12:00:00 AM	1025	09	Van Nuys	0963	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	0394 0344	35	F	W	119	PORCH, RESIDENTIAL	N/A	N/A	IC	Invest Cont	440	N/A	N/A	N/A	KESTER                       AV	MAGNOLIA                     BL	34.1649	-118.4574
200312753	06/16/2020 12:00:00 AM	06/16/2020 12:00:00 AM	0720	03	Southwest	0353	1	442	SHOPLIFTING - PETTY THEFT ($950 & UNDER)	0325 1309 0342 2021 0104	19	X	X	403	DRUG STORE	N/A	N/A	IC	Invest Cont	442	N/A	N/A	N/A	3700    CRENSHAW                     BL	N/A	34.0191	-118.3351
200517895	12/16/2020 12:00:00 AM	12/16/2020 12:00:00 AM	2125	05	Harbor	0526	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	0432 0443 0913	40	M	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	511	VERBAL THREAT	AO	Adult Other	930	N/A	N/A	N/A	900 N  FRIES                        AV	N/A	33.7815	-118.265
200321494	12/08/2020 12:00:00 AM	12/07/2020 12:00:00 AM	1700	03	Southwest	0315	1	330	BURGLARY FROM VEHICLE	1609 0344 1822	67	M	B	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	W  24TH                         ST	ARLINGTON                    AV	34.0349	-118.3177
201012706	09/03/2020 12:00:00 AM	07/27/2020 12:00:00 AM	0700	10	West Valley	1008	2	845	SEX OFFENDER REGISTRANT OUT OF COMPLIANCE	1501	46	M	H	501	SINGLE FAMILY DWELLING	N/A	N/A	AA	Adult Arrest	845	N/A	N/A	N/A	8100 N  BALBOA                       PL	N/A	34.2179	-118.5014
201111473	07/15/2020 12:00:00 AM	07/15/2020 12:00:00 AM	1134	11	Northeast	1117	2	661	UNAUTHORIZED COMPUTER ACCESS	1904 1914 1822 1911	40	F	H	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	661	N/A	N/A	N/A	4600    ELLENWOOD                    DR	N/A	34.1293	-118.219
200310910	05/05/2020 12:00:00 AM	05/05/2020 12:00:00 AM	1130	03	Southwest	0395	2	624	BATTERY - SIMPLE ASSAULT	0416 0444 0913	29	M	W	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	624	N/A	N/A	N/A	1800 W  MARTIN LUTHER KING JR        BL	N/A	34.0109	-118.3113
200609150	04/16/2020 12:00:00 AM	04/16/2020 12:00:00 AM	1900	06	Hollywood	0648	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0344 1822	26	F	O	104	DRIVEWAY	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	1500 N  SAINT ANDREWS                PL	N/A	34.0981	-118.3114
200118692	09/30/2020 12:00:00 AM	09/30/2020 12:00:00 AM	0410	01	Central	0185	1	210	ROBBERY	0344 0334 1311 1302 1822 1218 0302 1309 2024 0916	29	M	H	101	STREET	109	SEMI-AUTOMATIC PISTOL	JA	Juv Arrest	210	N/A	N/A	N/A	BROADWAY	PICO	34.0377	-118.2607
201212836	05/15/2020 12:00:00 AM	05/15/2020 12:00:00 AM	0540	12	77th Street	1268	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0344 1822 1309 0216	25	F	B	301	GAS STATION	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	200 E  MANCHESTER                   AV	N/A	33.964	-118.2739
200917497	11/20/2020 12:00:00 AM	11/20/2020 12:00:00 AM	1130	09	Van Nuys	0966	2	624	BATTERY - SIMPLE ASSAULT	0446 0416	33	F	W	220	NAIL SALON	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	624	N/A	N/A	N/A	13300    RIVERSIDE                    DR	N/A	34.1576	-118.4231
201011914	08/10/2020 12:00:00 AM	08/02/2020 12:00:00 AM	1005	10	West Valley	1001	1	330	BURGLARY FROM VEHICLE	1822 0344 1300	0	M	W	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	7900    BOTHWELL                     RD	N/A	34.2141	-118.5612
200613614	08/06/2020 12:00:00 AM	08/06/2020 12:00:00 AM	2300	06	Hollywood	0647	2	624	BATTERY - SIMPLE ASSAULT	0416 0444	19	F	B	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	1500    VINE                         ST	N/A	34.098	-118.3266
200307284	02/24/2020 12:00:00 AM	02/23/2020 12:00:00 AM	1200	03	Southwest	0393	1	121	RAPE, FORCIBLE	0522 0527 1814 2000 1415 1409 0913	46	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	121	N/A	N/A	N/A	4200    DEGNAN                       BL	N/A	34.008	-118.3314
200315866	08/16/2020 12:00:00 AM	08/16/2020 12:00:00 AM	1310	03	Southwest	0362	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329	30	M	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	4800 W  MARTIN LUTHER KING JR        BL	N/A	34.017	-118.3477
200516175	11/04/2020 12:00:00 AM	11/04/2020 12:00:00 AM	1300	05	Harbor	0509	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	24900    FRAMPTON                     AV	N/A	33.7983	-118.2992
200408306	04/28/2020 12:00:00 AM	04/28/2020 12:00:00 AM	1650	04	Hollenbeck	0488	2	624	BATTERY - SIMPLE ASSAULT	0446	43	F	H	102	SIDEWALK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	8TH                          ST	CONCORD	34.0226	-118.207
200517231	11/29/2020 12:00:00 AM	11/29/2020 12:00:00 AM	1900	05	Harbor	0506	2	624	BATTERY - SIMPLE ASSAULT	1802 0913 0319 0416 1309	41	M	H	301	GAS STATION	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	624	N/A	N/A	N/A	CARSON	HARVARD	33.8315	-118.3065
200205286	01/27/2020 12:00:00 AM	01/26/2020 12:00:00 AM	2000	02	Rampart	0241	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	400 S  OCCIDENTAL                   BL	N/A	34.0665	-118.2828
201012938	09/10/2020 12:00:00 AM	09/05/2020 12:00:00 AM	1800	10	West Valley	1029	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	AO	Adult Other	510	N/A	N/A	N/A	7000    WOODLEY                      AV	N/A	34.1975	-118.4837
200614026	08/16/2020 12:00:00 AM	08/16/2020 12:00:00 AM	0040	06	Hollywood	0645	1	310	BURGLARY	1822 0329 0321 1601 0344 0325	0	X	X	210	RESTAURANT/FAST FOOD	N/A	N/A	AA	Adult Arrest	310	N/A	N/A	N/A	7000    HOLLYWOOD                    BL	N/A	34.1015	-118.3425
200122014	12/06/2020 12:00:00 AM	12/06/2020 12:00:00 AM	1930	01	Central	0162	2	624	BATTERY - SIMPLE ASSAULT	1822 0421 1218 0447 1202 2033 0910	66	F	W	801	MTA BUS	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	624	N/A	N/A	N/A	8TH                          ST	HILL                         ST	34.0452	-118.2569
200320495	11/17/2020 12:00:00 AM	11/16/2020 12:00:00 AM	2115	03	Southwest	0394	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	4300    2ND                          AV	N/A	34.0041	-118.3193
200211325	06/14/2020 12:00:00 AM	06/14/2020 12:00:00 AM	1830	02	Rampart	0221	1	210	ROBBERY	0910 0344 1822 0432 0345 0305 0355 0346 0400 2048	51	M	B	906	MTA - RED LINE - VERMONT/BEVERLY	113	SIMULATED GUN	IC	Invest Cont	210	N/A	N/A	N/A	300 N  VERMONT                      AV	N/A	34.0777	-118.2961
200406978	03/16/2020 12:00:00 AM	03/14/2020 12:00:00 AM	0058	04	Hollenbeck	0443	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	2300    CHARLOTTE                    ST	N/A	34.0567	-118.2024
200512066	07/20/2020 12:00:00 AM	07/20/2020 12:00:00 AM	0750	05	Harbor	0585	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	2003 0561 0913 0602 1202 1402 0416	60	F	B	501	SINGLE FAMILY DWELLING	311	HAMMER	AA	Adult Arrest	230	998	N/A	N/A	600 W  23RD                         ST	N/A	33.7234	-118.2907
200607168	02/29/2020 12:00:00 AM	02/29/2020 12:00:00 AM	1915	06	Hollywood	0678	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	0400 0432 0421 0913	38	F	H	501	SINGLE FAMILY DWELLING	511	VERBAL THREAT	IC	Invest Cont	930	N/A	N/A	N/A	700 N  ARDMORE                      AV	N/A	34.0836	-118.3016
200306462	02/10/2020 12:00:00 AM	02/08/2020 12:00:00 AM	0045	03	Southwest	0328	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0344	35	F	W	710	OTHER PREMISE	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	600 W  JEFFERSON                    BL	N/A	34.0268	-118.2808
201215770	07/01/2020 12:00:00 AM	03/01/2020 12:00:00 AM	0700	12	77th Street	1204	2	812	CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)	0913 0552 1258	7	F	H	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	237	812	N/A	N/A	1400 W  45TH                         ST	N/A	34.0028	-118.3007
201108617	04/22/2020 12:00:00 AM	04/07/2020 12:00:00 AM	1420	11	Northeast	1143	2	354	THEFT OF IDENTITY	0930 1822	48	M	H	707	GARAGE/CARPORT	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	2900    SAINT GEORGE                 ST	N/A	34.1097	-118.2739
201008496	04/28/2020 12:00:00 AM	04/25/2020 12:00:00 AM	1800	10	West Valley	1021	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0344 1606 0354 0913 1810	59	M	O	101	STREET	N/A	N/A	AO	Adult Other	420	N/A	N/A	N/A	7000    CORBIN                       AV	N/A	34.1975	-118.5623
200111454	05/07/2020 12:00:00 AM	01/30/2020 12:00:00 AM	1800	01	Central	0174	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	707	GARAGE/CARPORT	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	700 S  SPRING                       ST	N/A	34.0445	-118.2523
200321686	12/13/2020 12:00:00 AM	12/13/2020 12:00:00 AM	2125	03	Southwest	0341	1	761	BRANDISH WEAPON	2004 1822 1402 0334 0421	53	M	H	301	GAS STATION	500	UNKNOWN WEAPON/OTHER WEAPON	AA	Adult Arrest	761	930	N/A	N/A	COLISEUM	LA BREA                      BL	34.0183	-118.3556
200308939	03/23/2020 12:00:00 AM	03/23/2020 12:00:00 AM	1200	03	Southwest	0363	2	900	VIOLATION OF COURT ORDER	1814 2038 2000	21	F	B	231	DAY CARE/CHILDREN*	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	900	N/A	N/A	N/A	3900    VIRGINIA                     RD	N/A	34.0145	-118.3408
201007631	03/28/2020 12:00:00 AM	03/28/2020 12:00:00 AM	1645	10	West Valley	1033	1	761	BRANDISH WEAPON	0334 1822 0443 0319 0910	24	F	W	124	BUS STOP	208	RAZOR	IC	Invest Cont	761	N/A	N/A	N/A	TAMPA	VICTORY	34.1866	-118.5535
200813946	09/10/2020 12:00:00 AM	09/08/2020 12:00:00 AM	1430	08	West LA	0886	1	310	BURGLARY	1606 1403 1202 0321 0344 1822	66	F	W	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	2700    MCCONNELL                    DR	N/A	34.0445	-118.4035
200516455	11/10/2020 12:00:00 AM	11/10/2020 12:00:00 AM	1130	05	Harbor	0507	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	2038 1300 0913 2000 0329 1814	29	F	W	122	VEHICLE, PASSENGER/TRUCK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	626	740	N/A	N/A	1500 W  224TH                        ST	N/A	33.8233	-118.3064
200122119	12/08/2020 12:00:00 AM	12/08/2020 12:00:00 AM	2007	01	Central	0164	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	1912 0913 1814 2000 0421	25	F	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	930	N/A	N/A	N/A	600 S  MAIN                         ST	N/A	34.0448	-118.2504
200304583	01/10/2020 12:00:00 AM	01/10/2020 12:00:00 AM	0705	03	Southwest	0361	2	901	VIOLATION OF RESTRAINING ORDER	2038 0913	37	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	AO	Adult Other	901	N/A	N/A	N/A	3900    URSULA                       AV	N/A	34.0163	-118.3523
200315476	08/09/2020 12:00:00 AM	08/09/2020 12:00:00 AM	1515	03	Southwest	0392	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	1822 0334 0302 1310 1407 0906 0450	21	M	B	101	STREET	109	SEMI-AUTOMATIC PISTOL	IC	Invest Cont	230	N/A	N/A	N/A	48TH                         ST	CRENSHAW                     BL	34	-118.3307
